 IPER  ISTEP           TLEN          ILYR                  STAIN                  TOPIN                  BOTIN                  GHBIN                  DRNIN                  STAOUT                  TOPOUT                  BOTOUT                  GHBOUT                  DRNOUT                  ABER
 1          3          3.00000000       20         4.81658033e-02   5.17683514e+01   0.00000000e+00   1.84790636e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.01368806e+01   0.00000000e+00   3.52754205e+00   8.47492505e-07  
 1          3          3.00000000       21         4.84580064e-02   5.01368806e+01   0.00000000e+00   2.72541737e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.91223467e+01   0.00000000e+00   3.78840819e+00   1.10144924e-06  
 1          3          3.00000000       22         4.98867276e-02   4.91223467e+01   0.00000000e+00   5.21942562e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.03642711e+01   0.00000000e+00   4.02738660e+00   1.31413607e-06  
 1          3          3.00000000       23         5.42663521e-02   5.03642711e+01   0.00000000e+00   1.78882943e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.79617649e+01   0.00000000e+00   4.24560108e+00   9.17624231e-07  
 1          3          3.00000000       24         5.88198306e-02   4.79617649e+01   3.75123356e-03   2.63256024e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.62087814e+01   0.00000000e+00   4.44811399e+00   8.70410680e-07  
 1          3          3.00000000       25         6.35531132e-02   4.62087814e+01   2.70359814e-02   5.01958493e+00   0.00000000e+00   0.00000000e+00   3.75123356e-03   4.66794335e+01   0.00000000e+00   4.63576986e+00   8.13311853e-07  
 1          3          3.00000000       26         6.84853356e-02   4.66794335e+01   7.63276958e-02   1.71493942e+00   0.00000000e+00   0.00000000e+00   2.70359814e-02   4.37028474e+01   0.00000000e+00   4.80930209e+00   4.44091445e-07  
 1          3          3.00000000       27         7.35873933e-02   4.37028474e+01   1.37804682e-01   2.51671828e+00   0.00000000e+00   0.00000000e+00   7.63276958e-02   4.13853025e+01   0.00000000e+00   4.96932728e+00   2.91155301e-07  
 1          3          3.00000000       28         7.88651550e-02   4.13853025e+01   1.94072168e-01   4.77054580e+00   0.00000000e+00   0.00000000e+00   1.37804682e-01   4.11746120e+01   0.00000000e+00   5.11636879e+00   1.43311661e-07  
 1          3          3.00000000       29         8.43368849e-02   4.11746120e+01   2.45293820e-01   1.62277432e+00   0.00000000e+00   0.00000000e+00   1.94072168e-01   3.76820586e+01   0.00000000e+00   5.25088627e+00   -3.56437564e-08 
 1          3          3.00000000       30         8.99751152e-02   3.76820586e+01   2.91629955e-01   2.37189265e+00   0.00000000e+00   0.00000000e+00   2.45293820e-01   3.48169575e+01   0.00000000e+00   5.37330522e+00   -2.14837836e-07 
 1          3          3.00000000       31         9.57855241e-02   3.48169575e+01   3.33249962e-01   4.45632457e+00   0.00000000e+00   0.00000000e+00   2.91629955e-01   3.39266402e+01   0.00000000e+00   5.48404781e+00   -3.85796836e-07 
 1          3          3.00000000       32         1.01785178e-01   3.39266402e+01   3.70348724e-01   1.50554751e+00   0.00000000e+00   0.00000000e+00   3.33249962e-01   2.99875014e+01   0.00000000e+00   5.58357060e+00   -3.22131818e-07 
 1          3          3.00000000       33         1.07948535e-01   2.99875014e+01   4.04534129e-01   2.18600388e+00   0.00000000e+00   0.00000000e+00   3.70348724e-01   2.66432185e+01   0.00000000e+00   5.67242117e+00   -4.66661913e-07 
 1          3          3.00000000       34         1.14280900e-01   2.66432185e+01   4.41656218e-01   4.04220295e+00   0.00000000e+00   0.00000000e+00   4.04534129e-01   2.50854843e+01   0.00000000e+00   5.75134067e+00   -5.68168176e-07 
 1          3          3.00000000       35         1.20797569e-01   2.50854843e+01   4.74646066e-01   1.34774974e+00   0.00000000e+00   0.00000000e+00   4.41656218e-01   2.07655419e+01   0.00000000e+00   5.82147985e+00   -3.17849249e-07 
 1          3          3.00000000       36         1.27475284e-01   2.07655419e+01   5.19788480e-01   1.92993603e+00   0.00000000e+00   0.00000000e+00   4.74646066e-01   1.69831794e+01   0.00000000e+00   5.88491660e+00   -3.85792673e-07 
 1          3          3.00000000       37         1.34318456e-01   1.69831794e+01   5.63861482e-01   3.42811724e+00   0.00000000e+00   0.00000000e+00   5.19788480e-01   1.46436029e+01   0.00000000e+00   5.94608563e+00   -3.89215350e-07 
