 IPER  ISTEP           TLEN          ILYR                  STAIN                  TOPIN                  BOTIN                  GHBIN                  DRNIN                  STAOUT                  TOPOUT                  BOTOUT                  GHBOUT                  DRNOUT                  ABER
 1          3          3.00000000       25         6.29456299e-02   4.56591487e+01   2.65592851e-01   5.44934851e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.71253227e+01   0.00000000e+00   4.31171192e+00   1.06001949e-06  
 1          3          3.00000000       26         6.89646386e-02   4.71253227e+01   4.67081221e-03   1.59416038e+00   0.00000000e+00   0.00000000e+00   2.65592851e-01   4.34822511e+01   0.00000000e+00   5.04527357e+00   9.48154799e-07  
 1          3          3.00000000       27         7.29223772e-02   4.34822511e+01   3.60951815e-01   2.39707514e+00   0.00000000e+00   0.00000000e+00   4.67081221e-03   4.16367471e+01   0.00000000e+00   4.67178185e+00   6.93045918e-07  
 1          3          3.00000000       28         7.93983868e-02   4.16367471e+01   6.20359392e-02   4.68242582e+00   0.00000000e+00   0.00000000e+00   3.60951815e-01   4.07556550e+01   0.00000000e+00   5.34399933e+00   1.06305486e-06  
 1          3          3.00000000       29         8.36216016e-02   4.07556550e+01   4.40880330e-01   1.59048739e+00   0.00000000e+00   0.00000000e+00   6.20359392e-02   3.78335245e+01   0.00000000e+00   4.97508361e+00   3.54204657e-07  
 1          3          3.00000000       30         9.05466727e-02   3.78335245e+01   2.07130901e-01   2.29674562e+00   0.00000000e+00   0.00000000e+00   4.40880330e-01   3.43933266e+01   0.00000000e+00   5.59373992e+00   7.92471674e-07  
 1          3          3.00000000       31         9.50173014e-02   3.43933266e+01   5.06061649e-01   4.83868153e+00   0.00000000e+00   0.00000000e+00   2.07130901e-01   3.44001985e+01   0.00000000e+00   5.22575713e+00   5.31862733e-07  
 1          3          3.00000000       32         1.02399586e-01   3.44001985e+01   3.87502081e-01   1.39667203e+00   0.00000000e+00   0.00000000e+00   5.06061649e-01   2.99828926e+01   0.00000000e+00   5.79781751e+00   4.66828540e-07  
 1          3          3.00000000       33         1.07124171e-01   2.99828926e+01   5.57375774e-01   2.08239072e+00   0.00000000e+00   0.00000000e+00   3.87502081e-01   2.69148337e+01   0.00000000e+00   5.42744705e+00   4.06665871e-07  
 1          3          3.00000000       34         1.14949733e-01   2.69148337e+01   5.36218818e-01   3.96819914e+00   0.00000000e+00   0.00000000e+00   5.57375774e-01   2.50171369e+01   0.00000000e+00   5.95968824e+00   5.44407630e-07  
 1          3          3.00000000       35         1.19923258e-01   2.50171369e+01   6.17853213e-01   1.32144225e+00   0.00000000e+00   0.00000000e+00   5.36218818e-01   2.09552004e+01   0.00000000e+00   5.58493616e+00   2.35195321e-07  
